first,last,nickname,height_cm,weight,reach,stance,wins,losses,draws,sig_strikes_landed,sig_strikes_attempted,takedowns_landed,takedowns_attempted,str_landed_per_min,str_absorbed_per_min,td_avg_per_15min,sub_avg_per_15min,str_defense_pct,td_defense_pct,knockdown_avg,striking_accuracy_pct,takedown_accuracy_pct,ko_wins,ko_win_percentage,dec_wins,dec_win_percentage,sub_wins,sub_win_percentage,avg_fight_time_minutes
Cyborg,Abreu,,,,,,0,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Daniel,Acacio,,172.72,180.0,,Orthodox,30,18,0,,,,,,,,,,,,,,,,,,,,
John,Adajar,The Outlaw,175.26,170.0,75.0,Orthodox,6,2,0,18.0,34.0,,,3.9,6.28,0.0,0.0,,0.0,,53.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,4.616666666666666
Scott,Adams,,182.88,225.0,,Southpaw,8,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Juan,Adams,The Kraken,195.58,265.0,80.0,Orthodox,5,3,0,234.0,420.0,2.0,3.0,7.09,4.06,0.91,0.0,,,0.0,56.0,67.0,5.0,100.0,0.0,0.0,0.0,0.0,6.6
Anthony,Adams,Sugafoot,185.42,185.0,76.0,Orthodox,8,2,0,95.0,227.0,,7.0,3.17,5.93,0.0,0.0,,0.0,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Zarrukh,Adashev,The Lion,165.1,125.0,65.0,Southpaw,4,4,0,115.0,285.0,,5.0,3.65,3.04,0.0,0.48,,,0.0,40.0,0.0,2.0,50.0,2.0,50.0,0.0,0.0,7.883333333333334
Israel,Adesanya,The Last Stylebender,193.04,185.0,80.0,Switch,24,6,0,1313.0,2714.0,,11.0,4.03,3.22,0.05,0.14,,,0.6,48.0,9.0,16.0,67.0,8.0,33.0,0.0,0.0,17.15
Sam,Adkins,The Experience,190.5,225.0,,Orthodox,7,20,2,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Mohamed,Ado,,180.34,170.0,76.0,Switch,5,1,0,,,,,,,,,,,,,,,,,,,,
Nick,Agallar,,172.72,155.0,,Orthodox,24,6,0,5.0,43.0,,2.0,0.69,4.56,0.0,0.0,,0.0,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.233333333333333
Mariya,Agapova,Money Mashka,167.64,125.0,68.0,Southpaw,10,5,0,241.0,441.0,2.0,3.0,4.43,3.62,0.55,0.83,,,0.55,55.0,67.0,3.0,30.0,2.0,20.0,5.0,50.0,7.783333333333333
Kantharaj,Agasa,Kannadiga,,135.0,,,12,3,0,,,,,,,,,,,,,,,,,,,,
Marcelo,Aguiar,,177.8,170.0,,Orthodox,2,3,1,,,,,,,,,,,,,,,,,,,,
Fabio,Aguiar,,182.88,185.0,,,17,1,0,,,,,,,,,,,,,,,,,,,,
Edwin,Aguilar,Tigre,177.8,185.0,,,26,19,0,,,,,,,,,,,,,,,,,,,,
Jessica,Aguilar,Jag,160.02,115.0,63.0,Orthodox,20,8,0,314.0,620.0,4.0,16.0,4.93,7.19,0.94,0.24,,,0.0,51.0,25.0,3.0,15.0,10.0,50.0,7.0,35.0,12.733333333333333
Kevin,Aguilar,Angel of Death,170.18,155.0,73.0,Orthodox,17,5,0,370.0,924.0,,6.0,3.96,4.81,0.16,0.0,,,0.32,40.0,17.0,9.0,53.0,6.0,35.0,2.0,12.0,13.333333333333334
Jesus,Aguilar,,162.56,125.0,62.0,Orthodox,12,4,0,201.0,526.0,,27.0,2.54,2.29,1.52,1.14,,,0.19,38.0,30.0,1.0,8.0,4.0,33.0,7.0,58.0,9.9
Christian,Aguilera,The Beast,175.26,170.0,72.0,Switch,14,8,0,27.0,72.0,,1.0,2.54,4.04,0.0,0.0,,,0.0,38.0,0.0,11.0,73.0,4.0,27.0,0.0,0.0,3.55
Nick,Aguirre,Slick,175.26,135.0,74.0,Southpaw,7,2,0,19.0,56.0,,10.0,0.73,2.89,1.16,0.58,,,0.0,34.0,20.0,3.0,43.0,0.0,0.0,4.0,57.0,12.983333333333333
,Agulali,,175.26,125.0,67.0,Switch,13,2,0,,,,,,,,,,,,,,,,,,,,
Ahejiang,Ailinuer,,175.26,145.0,72.0,Southpaw,17,3,0,,,,,,,,,,,,,,,,,,,,
Mike,Aina,Iron,175.26,155.0,,Orthodox,14,6,1,43.0,127.0,,1.0,2.87,6.33,0.0,0.0,,,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85
Ashiek,Ajim,Peak Physique,172.72,135.0,71.0,Switch,6,2,0,4.0,10.0,,,5.0,11.25,0.0,0.0,,0.0,,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Hitomi,Akano,Girlfight Monster,162.56,135.0,,Southpaw,18,10,0,18.0,40.0,,3.0,0.59,2.58,0.0,0.49,,,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85
Omari,Akhmedov,Wolverine,182.88,185.0,73.0,Orthodox,21,6,1,535.0,1556.0,19.0,68.0,2.97,2.84,2.58,0.25,,,0.17,34.0,46.0,7.0,33.0,8.0,38.0,6.0,29.0,12.016666666666667
Yoshihiro,Akiyama,,177.8,170.0,75.0,Orthodox,14,6,0,466.0,1122.0,12.0,34.0,3.1,3.62,2.29,1.0,,,0.4,42.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,6.833333333333333
Rostem,Akman,,177.8,170.0,72.0,Switch,6,2,0,,,,,,,,,,,,,,,,,,,,
Razak,Al-Hassan,,187.96,205.0,,Orthodox,13,5,0,75.0,191.0,,7.0,3.27,3.14,0.65,0.0,,,0.0,39.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.633333333333334
Abdul-Kareem,Al-Selwady,Pride of Palestine,172.72,155.0,69.0,Orthodox,16,4,0,188.0,455.0,3.0,17.0,4.61,3.43,1.47,0.0,,,0.0,41.0,24.0,8.0,50.0,6.0,38.0,2.0,13.0,13.6
Mostapha,Al-Turk,,187.96,245.0,77.0,Orthodox,6,6,0,31.0,161.0,,9.0,1.36,3.61,0.0,0.0,,0.0,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.566666666666666
Herdem,Alacabek,,187.96,205.0,75.0,Orthodox,5,1,0,56.0,85.0,,4.0,3.84,6.66,2.06,0.0,,,0.0,66.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,14.566666666666666
Javi,Alanis,,167.64,135.0,,,0,4,0,,,,,,,,,,,,,,,,,,,,
,Alatengheili,The Mongolian Knight,165.1,135.0,66.0,Orthodox,17,10,2,,,,,,,,,,,,,,,,,,,,
Amir,Albazi,The Prince,165.1,125.0,68.0,Orthodox,17,3,0,251.0,743.0,3.0,32.0,2.47,3.88,1.18,0.44,,,0.3,34.0,25.0,5.0,29.0,3.0,18.0,9.0,53.0,14.5
Brett,Albee,,,225.0,,,3,2,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
John,Albert,Prince,172.72,135.0,68.0,Orthodox,6,5,0,67.0,135.0,,3.0,3.05,2.82,0.0,6.14,,,0.68,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Junior,Albini,Baby,190.5,264.0,74.0,Orthodox,14,6,0,116.0,227.0,1.0,8.0,3.98,6.08,1.54,0.0,,,0.51,51.0,38.0,6.0,43.0,2.0,14.0,6.0,43.0,5.833333333333333
Wes,Albritton,,177.8,188.0,,Orthodox,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Aleksandra,Albu,Stitch,157.48,115.0,63.0,Orthodox,3,2,0,,,,,,,,,,,,,,,,,,,,
Israel,Albuquerque,,,185.0,,Orthodox,0,3,0,,,,,,,,,,,,,,,,,,,,
Juan,Alcain,,,,,,1,2,0,,,,,,,,,,,,,,,,,,,,
Iuri,Alcantara,Marajo,175.26,135.0,71.0,Southpaw,35,10,0,483.0,1057.0,17.0,27.0,2.72,2.79,1.44,0.84,,,0.42,46.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35
Ildemar,Alcantara,Marajo,187.96,185.0,78.0,Orthodox,21,11,0,188.0,486.0,,19.0,1.93,2.63,2.0,0.92,,,0.0,39.0,68.0,10.0,48.0,5.0,24.0,6.0,29.0,13.95
Alfonso,Alcarez,,160.02,145.0,,,1,3,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Gilbert,Aldana,El Peligro,185.42,250.0,,Orthodox,6,2,0,34.0,62.0,,5.0,2.91,6.26,2.57,0.0,,,0.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833333333333333
Irene,Aldana,,175.26,135.0,68.0,Orthodox,15,8,0,1065.0,2667.0,2.0,4.0,5.19,6.64,0.15,0.22,,,0.22,40.0,50.0,8.0,53.0,4.0,27.0,3.0,20.0,14.65
Hector,Aldana,,180.34,170.0,72.0,Orthodox,4,3,0,116.0,302.0,2.0,2.0,3.59,5.08,0.93,0.0,,0.0,,38.0,100.0,2.0,50.0,1.0,25.0,1.0,25.0,10.766666666666667
Jose,Alday,Pochito,170.18,135.0,68.0,Orthodox,14,6,1,47.0,106.0,,1.0,3.13,3.13,0.0,0.0,,,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Jose,Aldo,,170.18,135.0,70.0,Orthodox,32,10,0,1617.0,3492.0,12.0,27.0,3.65,3.81,0.47,0.14,,,0.41,46.0,52.0,17.0,53.0,14.0,44.0,1.0,3.0,14.283333333333331
JJ,Aldrich,,165.1,125.0,67.0,Southpaw,15,7,0,922.0,1999.0,1.0,43.0,3.92,4.34,0.7,0.0,,,0.0,46.0,26.0,3.0,20.0,12.0,80.0,0.0,0.0,13.85
Irina,Alekseeva,Russian Ronda,172.72,135.0,67.0,Orthodox,5,4,0,135.0,353.0,,5.0,3.42,5.02,0.38,0.38,,,0.38,38.0,20.0,1.0,20.0,2.0,40.0,2.0,40.0,9.85
Talita,Alencar,Problem Child,154.94,115.0,58.0,Orthodox,8,1,1,277.0,768.0,1.0,61.0,3.09,3.67,3.01,0.5,,,0.0,36.0,30.0,0.0,0.0,4.0,50.0,4.0,50.0,14.933333333333334
Jim,Alers,The Beast,175.26,145.0,71.0,Orthodox,13,3,0,135.0,335.0,,17.0,2.9,4.38,2.26,0.32,,,0.32,40.0,41.0,2.0,15.0,2.0,15.0,9.0,69.0,11.633333333333333
John,Alessio,The Natural,177.8,155.0,72.0,Orthodox,35,17,0,273.0,697.0,2.0,42.0,2.1,2.91,1.85,1.16,,,0.12,39.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,9.983333333333333
Houston,Alexander,The Assassin,182.88,205.0,72.0,Orthodox,17,15,1,154.0,281.0,,7.0,3.06,3.2,1.19,0.0,,,0.9,55.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,6.283333333333333
Kenneth,Alexander,The Machine,175.26,155.0,,Orthodox,7,6,0,14.0,73.0,,19.0,0.88,2.2,4.71,0.0,,0.0,,19.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,7.966666666666667
Lucas,Alexander,The Lion,180.34,145.0,73.0,Orthodox,8,5,0,131.0,228.0,,2.0,4.69,2.87,0.0,0.0,,,0.54,57.0,0.0,3.0,38.0,5.0,63.0,0.0,0.0,6.983333333333333
Marcio,Alexandre Junior,Lyoto,182.88,185.0,75.0,Southpaw,17,4,0,,,,,,,,,,,,,,,,,,,,
Olaf,Alfonso,,187.96,170.0,,Orthodox,8,12,0,67.0,172.0,,14.0,1.65,4.77,0.37,0.74,,,0.0,39.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.166666666666666
Pablo,Alfonso,The Hurricane,172.72,145.0,,,9,7,0,,,,,,,,,,,,,,,,,,,,
Levi,Alford,,,,,,1,7,0,,,,,,,,,,,,,,,,,,,,
Bill,Algeo,Senor Perfecto,182.88,145.0,73.0,Switch,18,9,0,771.0,1494.0,4.0,18.0,5.88,4.38,1.03,0.11,,,0.23,52.0,50.0,4.0,24.0,6.0,35.0,7.0,41.0,11.916666666666666
Royce,Alger,,177.8,199.0,,Orthodox,3,2,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Amir,Aliakbari,,190.5,250.0,,,10,1,0,,,,,,,,,,,,,,,,,,,,
Sultan,Aliev,,180.34,170.0,74.0,Orthodox,15,3,0,60.0,131.0,3.0,13.0,1.41,2.2,1.76,0.0,,,0.0,46.0,38.0,10.0,71.0,4.0,29.0,0.0,0.0,10.683333333333334
Nurullo,Aliev,Tajik Eagle,177.8,155.0,72.0,Orthodox,11,0,0,135.0,301.0,3.0,16.0,2.72,1.63,2.12,0.3,,,0.0,45.0,44.0,2.0,18.0,9.0,82.0,0.0,0.0,12.4
Kimbert,Alintozon,The Hunter,160.02,135.0,65.0,Orthodox,7,4,0,,,,,,,,,,,,,,,,,,,,
Ikram,Aliskerov,,182.88,185.0,76.0,Southpaw,17,2,0,193.0,298.0,,10.0,6.86,5.47,3.2,0.53,,,1.6,65.0,60.0,7.0,41.0,5.0,29.0,5.0,29.0,4.7
Leon,Aliu,The Albanian Lion,182.88,185.0,74.0,Orthodox,10,2,0,10.0,20.0,,1.0,6.32,10.11,0.0,0.0,,0.0,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5833333333333333
John,Allan,,185.42,205.0,75.0,Orthodox,13,7,0,191.0,449.0,4.0,7.0,3.56,5.74,1.4,0.84,,,0.0,43.0,71.0,9.0,69.0,1.0,8.0,3.0,23.0,13.416666666666666
George,Allen,,187.96,205.0,,Open Stance,13,19,2,,,,,,,,,,,,,,,,,,,,
Arnold,Allen,Almighty,172.72,145.0,70.0,Southpaw,21,4,0,765.0,1739.0,8.0,30.0,3.52,3.15,1.24,0.28,,,0.28,44.0,60.0,7.0,33.0,10.0,48.0,4.0,19.0,14.466666666666669
Brendan,Allen,All In,187.96,185.0,75.0,Orthodox,26,7,0,848.0,1618.0,2.0,56.0,3.75,3.78,1.52,1.06,,,0.27,52.0,41.0,6.0,22.0,7.0,26.0,14.0,52.0,11.316666666666666
Daniel,Allen,,182.88,155.0,75.0,Southpaw,5,0,0,,,,,,,,,,,,,,,,,,,,
Ben,Alloway,Blanco,180.34,170.0,76.0,Orthodox,18,8,0,,,,,,,,,,,,,,,,,,,,
Asu,Almabayev,Zulfikar,162.56,125.0,65.0,Orthodox,23,3,0,210.0,412.0,2.0,63.0,2.31,1.99,4.46,1.49,,,0.17,51.0,43.0,3.0,13.0,10.0,43.0,10.0,43.0,12.966666666666669
Bekzat,Almakhan,The Turan Warrior,170.18,135.0,68.0,Orthodox,12,3,0,50.0,146.0,,1.0,1.61,3.73,0.0,0.0,,,0.97,34.0,0.0,10.0,83.0,1.0,8.0,1.0,8.0,10.35
John Dave,Almanza,The Striker,170.18,125.0,67.0,Southpaw,6,1,0,,,,,,,,,,,,,,,,,,,,
Ricardo,Almeida,Big Dog,182.88,170.0,74.0,Orthodox,13,5,0,299.0,608.0,,97.0,2.02,1.2,3.74,1.21,,,0.0,49.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,11.416666666666666
Magno,Almeida,,182.88,155.0,,,10,3,0,25.0,69.0,,,1.67,2.6,0.0,5.0,,,0.0,36.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,9.183333333333334
Thomas,Almeida,Thominhas,170.18,145.0,70.0,Southpaw,22,5,0,435.0,1000.0,,7.0,4.84,4.93,0.17,0.0,,,0.5,44.0,14.0,17.0,77.0,1.0,5.0,4.0,18.0,9.0
Ericka,Almeida,,167.64,115.0,,Orthodox,7,3,0,32.0,81.0,,3.0,1.07,3.33,0.5,0.0,,,0.0,40.0,33.0,1.0,14.0,0.0,0.0,6.0,86.0,15.0
Estefani,Almeida,,162.56,125.0,,Orthodox,7,3,0,47.0,127.0,,3.0,3.13,6.07,0.0,0.0,,0.0,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Jailton,Almeida,Malhadinho,190.5,225.0,79.0,Orthodox,22,5,0,219.0,350.0,2.0,67.0,2.23,1.3,5.64,1.68,,,0.0,63.0,55.0,7.0,32.0,2.0,9.0,13.0,59.0,8.2
Lucas,Almeida,,180.34,145.0,71.0,Orthodox,15,5,0,336.0,845.0,,1.0,4.94,5.36,0.0,0.0,,,0.66,40.0,0.0,9.0,60.0,1.0,7.0,5.0,33.0,9.7
Cesar,Almeida,Cesinha,185.42,185.0,74.0,Orthodox,7,2,0,247.0,421.0,,2.0,3.46,2.03,0.0,0.21,,,0.21,59.0,0.0,5.0,71.0,2.0,29.0,0.0,0.0,11.916666666666666
Mauricio,Alonso,,187.96,170.0,,,13,7,0,,,,,,,,,,,,,,,,,,,,
Sarah,Alpar,Too Sweet,162.56,135.0,63.0,Southpaw,9,6,0,88.0,200.0,,15.0,2.36,6.06,1.61,0.4,,,0.0,44.0,27.0,2.0,22.0,5.0,56.0,2.0,22.0,12.416666666666666
Ali,AlQaisi,The Royal Fighter,167.64,135.0,68.0,Orthodox,8,5,0,73.0,172.0,,24.0,2.43,1.97,3.5,1.0,,,0.0,42.0,29.0,1.0,13.0,3.0,38.0,4.0,50.0,15.0
Rico,Altamirano,,177.8,170.0,,,4,3,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Victor,Altamirano,El Magnifico,172.72,125.0,70.0,Switch,12,5,0,429.0,802.0,1.0,47.0,4.58,3.82,2.88,0.0,,,0.16,53.0,38.0,2.0,17.0,6.0,50.0,4.0,33.0,13.383333333333333
Mike,Altman,,177.8,185.0,,Orthodox,1,4,0,6.0,29.0,,,1.56,2.08,0.0,0.0,,0.0,,21.0,1.56,0.0,0.0,0.0,0.0,0.0,0.0,3.85
Patricia,Alujas,The Angel,162.56,115.0,64.0,Orthodox,9,3,0,53.0,168.0,,,5.83,9.25,0.0,0.0,,0.0,,32.0,5.83,0.0,0.0,0.0,0.0,0.0,0.0,9.083333333333334
Sean,Alvarez,,182.88,235.0,,Orthodox,4,3,0,6.0,16.0,,9.0,0.89,3.25,0.0,0.0,,0.0,,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.766666666666667
Eddie,Alvarez,,175.26,155.0,69.0,Orthodox,29,6,0,556.0,1342.0,12.0,68.0,4.32,4.39,2.92,0.47,,,0.47,41.0,37.0,18.0,58.0,6.0,19.0,7.0,23.0,9.883333333333333
Jaime,Alvarez,,172.72,125.0,69.0,Orthodox,6,1,0,41.0,102.0,,3.0,2.73,4.53,1.0,0.0,,,0.0,40.0,33.0,4.0,57.0,2.0,29.0,1.0,14.0,15.0
Joel,Alvarez,El Fenomeno,190.5,170.0,77.0,Orthodox,23,4,0,384.0,704.0,,3.0,4.53,3.03,0.18,1.06,,,0.18,55.0,33.0,5.0,22.0,1.0,4.0,17.0,74.0,7.716666666666667
Thiago,Alves,Pitbull,175.26,170.0,70.0,Orthodox,23,15,0,1106.0,2648.0,13.0,23.0,3.73,3.42,0.71,0.3,,,0.66,42.0,61.0,13.0,46.0,14.0,50.0,1.0,4.0,10.983333333333333
Anthony,Alves,,,,,,1,4,0,,,,,,,,,,,,,,,,,,,,
Amilcar,Alves,,182.88,170.0,,Southpaw,15,12,0,14.0,30.0,,1.0,0.5,2.02,0.0,0.0,,,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1
Warlley,Alves,,180.34,185.0,72.0,Orthodox,15,8,0,485.0,1009.0,8.0,26.0,3.04,3.95,1.22,0.85,,,0.28,48.0,50.0,4.0,27.0,4.0,27.0,7.0,47.0,9.95
Rafael,Alves,The Turn,172.72,155.0,68.0,Orthodox,20,12,0,95.0,194.0,,4.0,1.85,3.3,0.29,1.46,,,0.29,49.0,25.0,7.0,35.0,5.0,25.0,8.0,40.0,10.25
Sam,Alvey,Smile'N,187.96,185.0,75.0,Southpaw,33,18,1,758.0,1703.0,1.0,7.0,3.28,3.63,0.06,0.06,,,0.45,45.0,14.0,19.0,58.0,11.0,33.0,3.0,9.0,9.633333333333333
Christopher,Alvidrez,The Newborn,182.88,170.0,74.0,Orthodox,7,1,0,33.0,53.0,,1.0,6.97,2.11,0.0,0.0,,,6.34,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.733333333333333
Mahamed,Aly,,187.96,205.0,78.0,Orthodox,4,1,0,,,,,,,,,,,,,,,,,,,,
Andre,Amado,Dida,182.88,154.0,,Orthodox,6,4,1,,,,,,,,,,,,,,,,,,,,
Adlan,Amagov,Borz,187.96,170.0,76.0,Orthodox,14,2,1,76.0,159.0,,16.0,3.29,0.82,5.84,0.0,,,1.3,48.0,56.0,8.0,62.0,5.0,38.0,0.0,0.0,6.35
Maiara,Amanajas dos Santos,,165.1,115.0,,Southpaw,7,3,0,,,,,,,,,,,,,,,,,,,,
Chris,Amarante,,,185.0,,,2,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Jimmy,Ambriz,The Titan,187.96,315.0,,Southpaw,17,21,1,16.0,54.0,,7.0,0.83,3.76,3.13,0.78,,,0.0,30.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,6.383333333333334
JJ,Ambrose,,177.8,170.0,,Orthodox,28,7,0,,,,,,,,,,,,,,,,,,,,
Alen,Amedovski,,177.8,185.0,74.0,Orthodox,8,4,0,20.0,66.0,,,0.99,3.85,0.0,0.0,,0.0,,30.0,0.99,8.0,100.0,0.0,0.0,0.0,0.0,5.066666666666666
Hyder,Amil,The Hurricane,175.26,145.0,70.0,Switch,11,2,0,312.0,589.0,1.0,11.0,5.81,3.95,0.56,0.84,,,0.28,53.0,18.0,6.0,55.0,4.0,36.0,1.0,9.0,8.95
Hamid,Amiri,The Storm,,145.0,,,9,0,0,,,,,,,,,,,,,,,,,,,,
Makwan,Amirkhani,Mr. Finland,177.8,145.0,72.0,Southpaw,17,9,0,171.0,387.0,12.0,79.0,1.33,2.98,3.96,1.05,,,0.12,44.0,43.0,1.0,6.0,4.0,24.0,12.0,71.0,9.2
Jaqueline,Amorim,,160.02,115.0,68.0,Orthodox,11,2,0,135.0,273.0,2.0,24.0,2.26,2.06,2.01,4.27,,0.0,,49.0,33.0,2.0,18.0,0.0,0.0,9.0,82.0,8.516666666666667
Yaroslav,Amosov,,182.88,170.0,75.0,Orthodox,30,1,0,25.0,47.0,1.0,13.0,2.65,1.38,11.11,3.17,,0.0,,53.0,54.0,9.0,30.0,8.0,27.0,13.0,43.0,4.733333333333333
Bertrand,Amoussou,,172.72,190.0,,Orthodox,1,1,0,,,,,,,,,,,,,,,,,,,,
Karl,Amoussou,The Psycho,180.34,185.0,,Orthodox,27,7,2,,,,,,,,,,,,,,,,,,,,
Eryk,Anders,Ya Boi,185.42,185.0,75.0,Southpaw,18,9,0,819.0,1711.0,6.0,114.0,3.44,4.03,1.83,0.06,,,0.44,48.0,25.0,10.0,56.0,7.0,39.0,1.0,6.0,11.916666666666666
Matt,Andersen,,187.96,230.0,,Southpaw,14,8,1,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Andy,Anderson,The Hammer,167.64,240.0,,,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Lowell,Anderson,,167.64,160.0,,Orthodox,0,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Corey,Anderson,Overtime,190.5,205.0,79.0,Orthodox,14,5,0,721.0,1558.0,52.0,106.0,4.43,2.22,4.89,0.0,,,0.09,46.0,50.0,5.0,36.0,9.0,64.0,0.0,0.0,10.85
Derek,Anderson,Barbaric,182.88,155.0,,,14,3,0,,,,,,,,,,,,,,,,,,,,
Megan,Anderson,,182.88,145.0,72.0,Orthodox,11,5,0,51.0,110.0,,4.0,1.76,3.35,0.52,0.52,,,0.52,46.0,25.0,6.0,55.0,2.0,18.0,3.0,27.0,4.816666666666666
Liam,Anderson,,190.5,185.0,75.0,Orthodox,6,3,0,,,,,,,,,,,,,,,,,,,,
Tatsuya,Ando,Kirinji,162.56,145.0,68.0,Southpaw,14,4,1,14.0,71.0,,1.0,0.93,4.93,0.0,0.0,,0.0,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Alex,Andrade,El Toro,180.34,200.0,,Orthodox,10,5,0,4.0,11.0,,,0.2,2.6,0.0,0.75,,,0.0,36.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Jessica,Andrade,Bate Estaca,154.94,115.0,62.0,Orthodox,26,15,0,1824.0,3747.0,33.0,74.0,6.37,5.58,2.1,0.31,,,0.37,49.0,54.0,10.0,38.0,8.0,31.0,8.0,31.0,9.55
Viscardi,Andrade,,180.34,170.0,75.0,Orthodox,19,6,0,152.0,358.0,,12.0,3.26,2.77,1.93,0.32,,,0.64,42.0,50.0,5.0,26.0,8.0,42.0,6.0,32.0,11.65
Jermaine,Andre,,170.18,200.0,,Orthodox,14,4,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Fellipe,Andrew,,,,,,0,0,0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Dylan,Andrews,The Villain,185.42,185.0,74.0,Switch,18,7,0,82.0,163.0,,14.0,2.21,2.72,2.83,0.4,,,1.21,50.0,50.0,12.0,67.0,3.0,17.0,3.0,17.0,7.416666666666667
Reese,Andy,Riptide,182.88,205.0,,Orthodox,7,3,0,64.0,126.0,,5.0,2.87,3.5,0.67,0.0,,,0.0,51.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,11.166666666666666
,Angga,The Hitman,170.18,145.0,68.0,Orthodox,13,3,0,,,,,,,,,,,,,,,,,,,,
Julius,Anglickas,,190.5,205.0,,Orthodox,5,1,0,62.0,79.0,,8.0,4.62,1.86,4.47,1.12,,,0.0,78.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,13.416666666666666
Collin,Anglin,,175.26,145.0,71.0,Orthodox,8,3,0,121.0,249.0,,6.0,4.59,5.54,2.28,0.0,,,0.0,49.0,67.0,5.0,63.0,3.0,38.0,0.0,0.0,8.783333333333333
Chad,Anheliger,The Monster,167.64,135.0,64.0,Orthodox,13,8,0,275.0,596.0,,13.0,3.11,2.76,0.68,0.51,,,0.51,46.0,31.0,7.0,54.0,3.0,23.0,3.0,23.0,14.733333333333333
Yoji,Anjo,Mr. 200%,180.34,205.0,,Orthodox,0,5,1,0.0,2.0,,1.0,0.0,3.13,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.766666666666667
Magomed,Ankalaev,,190.5,205.0,75.0,Orthodox,21,2,1,690.0,1308.0,,45.0,3.65,2.59,0.79,0.0,,,0.56,53.0,22.0,11.0,52.0,10.0,48.0,0.0,0.0,11.816666666666666
Gadzhimurad,Antigulov,,180.34,205.0,70.0,Orthodox,20,8,0,43.0,78.0,5.0,19.0,2.08,4.21,5.08,1.45,,0.0,,55.0,37.0,4.0,20.0,1.0,5.0,15.0,75.0,3.45
Adam,Antolin,Captain Chaos,165.1,125.0,63.0,Orthodox,12,3,0,86.0,165.0,,7.0,5.73,5.0,0.0,0.0,,,0.0,52.0,0.0,2.0,15.0,2.0,15.0,9.0,69.0,5.75
Angelo,Antonio,,,205.0,,Orthodox,1,4,0,,,,,,,,,,,,,,,,,,,,
Vanilto,Antunes,,182.88,170.0,72.0,Orthodox,16,7,0,,,,,,,,,,,,,,,,,,,,
Azunna,Anyanwu,Zulu,185.42,251.0,,Orthodox,14,5,0,,,,,,,,,,,,,,,,,,,,
